"RecordId","OnePerId","OnePerFlag","OrgFlag","GroupFlag","EBDFFlag","MasterRecordId"
"0141069232","0141069232","TRUE","","","TRUE","MA04497700"
"0141139045","0141139045","TRUE","","","TRUE","MA04067938"
"0141155288","","","","TRUE","","N00018ILSL"
"0141219298","0141219298","TRUE","","","TRUE","MF02497749"
"0141341323","0141341323","TRUE","","","TRUE","MA05042646"
"0141879261","0141879261","","","TRUE","TRUE","N00010UEL3"
"0141879265","0141879265","TRUE","","","TRUE","MA04953407"
"0142054099","0142054099","TRUE","","","TRUE","MA04833075"
"0142063895","0142063895","TRUE","","","TRUE","MA04106757"
"0142088389","0142088389","TRUE","","","","MR01234072"
"0142149641","0142149641","TRUE","","","TRUE","MA04498047"
"0142178601","0142178601","TRUE","","","","MA04894565"
"0142277654","0142277654","TRUE","","","TRUE","MA04148051"
"0142461354","0142461354","TRUE","","","TRUE","MA04185416"
"0142508942","0142508942","TRUE","","","TRUE","MA04767241"
"0142521639","0142521639","TRUE","","","TRUE","MA04338471"
"0143044835","0143044835","TRUE","","","TRUE","MA04891563"
"0143045944","0143045944","TRUE","","","TRUE","MA04367608"
"0143045977","0143045977","TRUE","","","TRUE","MA04128088"
"0143045979","0143045979","TRUE","","","TRUE","MA04499762"
"0143045984","0143045984","TRUE","","","TRUE","MF07019113"
"0143045998","0143045998","TRUE","","","TRUE","MA04767307"
"0143046005","0143046005","TRUE","","","TRUE","MA04227226"
"0143046017","0143046017","TRUE","","","TRUE","MR35977014"
"0143297245","0143297245","TRUE","","","TRUE","MA04865002"
"0143421650","0143421650","TRUE","","","TRUE","MA04864874"
"0143483814","0143483814","TRUE","","","TRUE","MA04891868"
"0143513955","","","","","","MA05187574"
"0143531212","0143531212","TRUE","","","TRUE","MA04148047"
"0143798197","0143798197","TRUE","","","TRUE","MA04533365"
"0143798227","0143798227","TRUE","","","","MR01824731"
"0143902676","0143902676","TRUE","","","TRUE","MA04503583"
"0143941698","0143941698","TRUE","","","TRUE","MA04676378"
"0144001649","0144001649","TRUE","","","TRUE","MA04140111"
"0144113897","0144113897","TRUE","","","","MF08559614"
"0144144048","0144144048","TRUE","","","TRUE","MA04891662"
"0144156584","0144156584","TRUE","","","TRUE","MF10820290"
"0144176129","0144176129","TRUE","","","TRUE","MA04865852"
"0144188407","0144188407","TRUE","","","TRUE","MA04152146"
"0144234869","0144234869","TRUE","","","","MA04884989"
"0144263473","0144263473","TRUE","","","TRUE","MF03873832"
"0144284261","0144284261","TRUE","","","TRUE","MA04891229"
"0144331145","0144331145","TRUE","","","TRUE","MA05043293"
"77B0526919","77B0526919","TRUE","","","TRUE","MA04953433"
"77B0710857","77B0710857","TRUE","","","TRUE","MA05043107"
"77B0712668","","","","","","MA05039629"
"77B0713607","77B0713607","TRUE","","","TRUE","MA04488422"
"77B0714179","77B0714179","TRUE","","","TRUE","MA04693209"
"77B0714899","77B0714899","TRUE","","","TRUE","MA04406924"
"77B0714965","","","","","","MA04953985"
"77B0715607","77B0715607","TRUE","","","TRUE","MA04699091"
"77B0717167","77B0717167","TRUE","","","TRUE","MA04409382"
"77B0717283","77B0717283","TRUE","","","TRUE","MA05196685"
"77B0717331","77B0717331","TRUE","","","TRUE","MA04646976"
"77B0717906","77B0717906","TRUE","","","TRUE","MA05043637"
"77B0718030","77B0718030","TRUE","","","TRUE","MA04767099"
"77B0718385","77B0718385","TRUE","","","TRUE","MF00811758"
"77B0718672","77B0718672","TRUE","","","TRUE","MA04367601"
"77B0718789","77B0718789","TRUE","","","TRUE","MA04638432"
"77B0719022","77B0719022","TRUE","","","TRUE","MA04140107"
"77B0719046","77B0719046","TRUE","","","TRUE","MA05299228"
"77B0719470","77B0719470","TRUE","","","TRUE","MA04377622"
"77B0720136","77B0720136","TRUE","","","TRUE","MA04890425"
"77B0720137","77B0720137","TRUE","","","TRUE","MA05199926"
"77B0720184","77B0720184","TRUE","","","TRUE","MA04065721"
"77B0720304","77B0720304","TRUE","","","TRUE","MA04266372"
"77B0721808","77B0721808","TRUE","","","TRUE","MA04653572"
"77B0721904","77B0721904","TRUE","","","TRUE","MA04891899"
"77B0722000","77B0722000","TRUE","","","","MA04266318"
"77B0722140","77B0722140","TRUE","","","TRUE","MA05196682"
"77B0722205","77B0722205","TRUE","","","TRUE","MA04891940"
"77B0722212","77B0722212","TRUE","","","TRUE","MA04767219"
"77B0722290","77B0722290","TRUE","","","TRUE","MF14044409"
"77B0762287","77B0762287","TRUE","","","TRUE","MR00165529"
"77B0781247","77B0781247","TRUE","","","TRUE","MA04673248"
"77B0814224","77B0814224","TRUE","","","","MA04367600"
"77B0864269","77B0864269","TRUE","","","","MA04067945"
"77B0899454","77B0899454","TRUE","","","","MA04953522"
"77B0919996","77B0919996","TRUE","","","TRUE","MA05043254"
"77B0961861","77B0961861","TRUE","","","TRUE","MA04228321"
"77B0973732","77B0973732","TRUE","","","TRUE","MA04367569"
"77B1151773","77B1151773","TRUE","","","TRUE","MA04895377"
"77B1167882","77B1167882","TRUE","","","","MA04228876"
"77B1193282","77B1193282","TRUE","","","","MA04848659"
"77B1284475","77B1284475","TRUE","","","TRUE","MA04833530"
"77B1290823","77B1290823","TRUE","","","TRUE","MA05041826"
"77B1300114","77B1300114","","","TRUE","TRUE","N000478CDH"
"77B1312209","77B1312209","TRUE","","","TRUE","MA04893518"
"77B1312256","77B1312256","TRUE","","","","MA05197840"
"77B1314623","77B1314623","TRUE","","","TRUE","MA04254736"
"77B1318197","77B1318197","TRUE","","","TRUE","MA05174748"
"77B1323318","77B1323318","TRUE","","","TRUE","MA04795111"
"77N0032058","77N0032058","TRUE","","","TRUE","MA04382110"
"77N0033980","77N0033980","TRUE","","","","MR35785539"
"77N0034023","77N0034023","TRUE","","","TRUE","MA04891526"
"77N0034406","77N0034406","TRUE","","","TRUE","MA04890392"
"77N0035169","77N0035169","TRUE","","","TRUE","MA04225042"
"77U0076207","77U0076207","TRUE","","","TRUE","MA04895727"
"7820042808","7820042808","TRUE","","","TRUE","MA04140108"
"7820044198","7820044198","TRUE","","","TRUE","MA05211890"
"7820057766","7820057766","TRUE","","","TRUE","MA05080916"
"78D0042305","78D0042305","TRUE","","","TRUE","MA04896548"
"78D0043429","78D0043429","TRUE","","","TRUE","MA05069859"
"78D0043639","78D0043639","TRUE","","","TRUE","N0000SY283"
"78D0043687","78D0043687","","","TRUE","TRUE","MR33489998"
"78K0342407","78K0342407","TRUE","","","TRUE","MA04225365"
"78K0346252","78K0346252","TRUE","","","","MA04148094"
"78K0498670","78K0498670","TRUE","","","","MA04894714"
"78K0498905","78K0498905","TRUE","","","TRUE","MA04897710"
"78K0500925","78K0500925","TRUE","","","TRUE","MA04778750"
"78K0501975","78K0501975","TRUE","","","TRUE","MF08687147"
"78K0505139","78K0505139","TRUE","","","TRUE","MA04830319"
"78K0506144","78K0506144","TRUE","","","TRUE","MF01195354"
"78K0506156","78K0506156","TRUE","","","TRUE","MA06452740"
"78K0506218","78K0506218","TRUE","","","TRUE","MA04893050"
"78K0507128","78K0507128","TRUE","","","TRUE","MA06452790"
"78K0507681","78K0507681","TRUE","","","TRUE","MF07443273"
"78K0511951","78K0511951","TRUE","","","TRUE","MA05041806"
"78R0041954","78R0041954","TRUE","","","TRUE","MA04338437"
"78R0058105","78R0058105","TRUE","","","TRUE","MA04139413"
"7940042269","7940042269","TRUE","","","TRUE","MA04368461"
"79A0065789","79A0065789","TRUE","","","TRUE","MA04367575"
"79A0067005","79A0067005","TRUE","","","TRUE","MA04498794"
"79A0071005","79A0071005","TRUE","","","TRUE","MA04338149"
"79H0328911","79H0328911","TRUE","","","TRUE","MA04654665"
"79H0330296","79H0330296","TRUE","","","TRUE","MA04130046"
"79H0332876","79H0332876","TRUE","","","TRUE","MB15477395"
"79H0334498","79H0334498","TRUE","","","TRUE","MA04130068"
"79H0334989","79H0334989","TRUE","","","TRUE","MR02444806"
"79H0338100","79H0338100","TRUE","","","TRUE","MA04410510"
"79H0447916","79H0447916","TRUE","","","TRUE","N0000V1RB2"
"79H0447918","79H0447918","TRUE","","","","MF08248708"
"79O0045006","79O0045006","TRUE","","","TRUE","MA05039575"
"79O0045187","79O0045187","TRUE","","","TRUE","MA04867213"
"79O0045355","79O0045355","TRUE","","","TRUE","MA04891511"
"79O0046487","79O0046487","TRUE","","","","MA05303802"
"79O0046625","79O0046625","TRUE","","","TRUE","MA05303753"
"79O0061390","79O0061390","TRUE","","","TRUE","MA04893025"
"7A10039875","7A10039875","TRUE","","","TRUE","MF04420357"
"7A10041862","7A10041862","TRUE","","","","MA05244006"
"7A10055544","7A10055544","TRUE","","","TRUE","MA04108955"
"7A80039789","7A80039789","TRUE","","","TRUE","MA04243026"
"7A80040377","7A80040377","TRUE","","","TRUE","MA04376483"
"7A80042539","7A80042539","TRUE","","","TRUE","MA04891489"
"7AF0395901","7AF0395901","TRUE","","","TRUE","MA04892223"
"7AN0081704","7AN0081704","TRUE","","","TRUE","N0000K576A"
"7AT0037300","7AT0037300","TRUE","","","TRUE","MA04257408"
"7BF0052788","7BF0052788","TRUE","","","TRUE","MA04953220"
"7BF0077265","7BF0077265","TRUE","","","TRUE","MA04892740"
"7BG0368476","7BG0368476","TRUE","","","TRUE","MA04869161"
"7BG0369847","7BG0369847","TRUE","","","TRUE","MA04893162"
"7BG0369964","7BG0369964","TRUE","","","TRUE","MA04895729"
"7BG0370869","7BG0370869","TRUE","","","TRUE","MA04864985"
"7BG0373942","7BG0373942","TRUE","","","TRUE","MA04864990"
"7BG0508457","7BG0508457","TRUE","","","TRUE","MF10701971"
"7CA0046372","7CA0046372","TRUE","","","TRUE","MA04744593"
"7CH0209455","7CH0209455","TRUE","","","TRUE","MA05031806"
"7CH0209503","7CH0209503","TRUE","","","TRUE","MA04338256"
"7CH0210984","7CH0210984","TRUE","","","TRUE","MA04890430"
"7CH0301753","7CH0301753","TRUE","","","","MA04892490"
"7CL0032812","7CL0032812","TRUE","","","TRUE","MA04185412"
"7CL0033382","7CL0033382","TRUE","","","","MA04894552"
"7CL0034274","7CL0034274","TRUE","","","TRUE","MA04921334"
"7CV0037592","7CV0037592","TRUE","","","TRUE","MA04382108"
"7CV0039889","7CV0039889","TRUE","","","TRUE","MA04225100"
"7CV0040403","7CV0040403","TRUE","","","TRUE","MA04369569"
"7CV0041677","7CV0041677","TRUE","","","TRUE","MA05025709"
"7CV0048705","7CV0048705","TRUE","","","TRUE","MA04744874"
"8170018995","8170018995","TRUE","","","TRUE","MA04864996"
"8170019218","8170019218","TRUE","","","TRUE","N00021VEIK"
"8170019430","8170019430","TRUE","","","TRUE","MF05228115"
"81E0023665","81E0023665","TRUE","","","TRUE","MA04237212"
"81E0025024","81E0025024","TRUE","","","TRUE","MA04338508"
"81L0174128","81L0174128","TRUE","","","TRUE","MA04119078"
"81L0177843","81L0177843","TRUE","","","TRUE","MA04677043"
"81S0034488","81S0034488","TRUE","","","TRUE","MF11045160"
"8240032508","8240032508","TRUE","","","TRUE","MA04769143"
"8240034771","8240034771","TRUE","","","TRUE","MA04140297"
"8240035039","8240035039","TRUE","","","TRUE","MA05198563"
"82I0230875","82I0230875","TRUE","","","TRUE","MA04129838"
"82I0233726","82I0233726","TRUE","","","TRUE","MA04338514"
"82I0235381","82I0235381","TRUE","","","TRUE","MA04865554"
"82P0018964","82P0018964","TRUE","","","TRUE","MA04890454"
"8330044298","8330044298","TRUE","","","TRUE","MA04946643"
"8330046817","8330046817","TRUE","","","","MA04140286"
"83A0039352","83A0039352","TRUE","","","TRUE","MA04624115"
"83A0051852","83A0051852","TRUE","","","TRUE","MA04832149"
"83K0262645","83K0262645","TRUE","","","TRUE","MF13128526"
"83K0264687","83K0264687","TRUE","","","TRUE","MA04893168"
"83K0266508","83K0266508","TRUE","","","TRUE","MA05039560"
"83K0266757","83K0266757","TRUE","","","TRUE","MA04895143"
"83K0270005","83K0270005","TRUE","","","TRUE","MA04063534"
"83K0270062","83K0270062","TRUE","","","TRUE","MA05196689"
"83K0270101","83K0270101","TRUE","","","TRUE","MA04275704"
"83K0357642","83K0357642","TRUE","","","TRUE","N0000M10UO"
"83K0357666","83K0357666","TRUE","","","TRUE","MA04108938"
"83K0358307","83K0358307","TRUE","","","","MA04895738"
"83K0359873","83K0359873","TRUE","","","TRUE","MA04895161"
"83K0360086","83K0360086","TRUE","","","TRUE","MA04893232"
"83K0362373","83K0362373","TRUE","","","TRUE","MR01036733"
"83K0363118","83K0363118","TRUE","","","TRUE","MA04847556"
"83R0051012","83R0051012","TRUE","","","TRUE","MA04891559"
"83R0051788","83R0051788","TRUE","","","","MA04865109"
"83R0051977","83R0051977","TRUE","","","TRUE","MA04141635"
"83R0052804","83R0052804","TRUE","","","TRUE","MA04268532"
"83R0053306","83R0053306","TRUE","","","TRUE","MA04751251"
"83R0070897","83R0070897","TRUE","","","TRUE","MA04871868"
"83R0071386","83R0071386","TRUE","","","TRUE","MA04740234"
"83R0071410","83R0071410","","","TRUE","TRUE","MA04740234"
"84A0069345","84A0069345","TRUE","","","","MA05071320"
"84A0069760","84A0069760","TRUE","","","","MR00744215"
"84A0071020","84A0071020","TRUE","","","TRUE","MA04697433"
"84G0164197","84G0164197","TRUE","","","TRUE","MA04769445"
"84G0166777","84G0166777","TRUE","","","TRUE","MA04133875"
"84G0167181","84G0167181","TRUE","","","TRUE","MA04891936"
"84G0167379","84G0167379","TRUE","","","TRUE","MA04894281"
"84G0167643","84G0167643","TRUE","","","TRUE","MA04558727"
"84G0167992","84G0167992","TRUE","","","TRUE","MF08672833"
"84G0168142","84G0168142","TRUE","","","TRUE","MA05042562"
"84G0168166","84G0168166","TRUE","","","TRUE","MF00929633"
"84G0168248","84G0168248","TRUE","","","TRUE","MR07245844"
"84G0168344","84G0168344","TRUE","","","TRUE","N0000WTJ2S"
"84G0168416","84G0168416","TRUE","","","TRUE","MA04891528"
"84G0168509","84G0168509","TRUE","","","TRUE","MA04624149"
"84G0168984","84G0168984","TRUE","","","TRUE","MA04143028"
"84O0055182","84O0055182","TRUE","","","TRUE","MF12398007"
"84O0075663","84O0075663","TRUE","","","TRUE","MA04254633"
"84O0076148","84O0076148","TRUE","","","TRUE","MA04157716"
"84U0071158","84U0071158","TRUE","","","TRUE","MA05134463"
"8570065213","8570065213","TRUE","","","TRUE","MA04829504"
"8570067938","8570067938","TRUE","","","","MA04957070"
"85E0139782","85E0139782","TRUE","","","TRUE","MA04864993"
"85E0142558","85E0142558","TRUE","","","TRUE","MA04864853"
"85E0142883","85E0142883","TRUE","","","TRUE","MA04369296"
"85E0144854","85E0144854","TRUE","","","TRUE","MA04953533"
"85E0212016","85E0212016","TRUE","","","TRUE","MA05077337"
"85E0212278","85E0212278","TRUE","","","TRUE","MA04894260"
"85E0215237","85E0215237","TRUE","","","TRUE","MR00689416"
"85M0042758","85M0042758","TRUE","","","TRUE","MA04139242"
"85M0045846","85M0045846","TRUE","","","TRUE","MA04404811"
"85M0062079","85M0062079","TRUE","","","","N0004A9PQU"
"85S0057902","85S0057902","TRUE","","","TRUE","MA04501136"
"85S0057926","85S0057926","TRUE","","","TRUE","MA04067909"
"85S0075566","85S0075566","TRUE","","","TRUE","MA04085589"
"8640043336","8640043336","TRUE","","","TRUE","MA04893971"
"86B0048007","86B0048007","TRUE","","","TRUE","MA04144137"
"86I0118030","86I0118030","TRUE","","","TRUE","MA04892862"
"86I0118368","86I0118368","TRUE","","","TRUE","MA04891255"
"86I0166424","86I0166424","TRUE","","","TRUE","MA04892227"
"86I0173621","86I0173621","TRUE","","","TRUE","MD16263068"
"86Q0047629","86Q0047629","TRUE","","","TRUE","MA04891484"
"86Q0048291","86Q0048291","TRUE","","","TRUE","MA04139246"
"86Q0049568","86Q0049568","TRUE","","","TRUE","MA04376442"
"86Q0050057","86Q0050057","TRUE","","","TRUE","MA04771657"
"86Q0065871","86Q0065871","TRUE","","","","MA04894217"
"86Q0066614","86Q0066614","TRUE","","","TRUE","MA04894682"
"8720042577","8720042577","TRUE","","","TRUE","MA04891558"
"8720042595","8720042595","TRUE","","","TRUE","MA04098891"
"8720044322","8720044322","TRUE","","","TRUE","MA04067930"
"8720044800","8720044800","TRUE","","","TRUE","MA05204625"
"8720059066","8720059066","TRUE","","","TRUE","MA04897139"
"8720063574","8720063574","TRUE","","","TRUE","MA04894131"
"87A0039871","87A0039871","TRUE","","","TRUE","N0000PV0NT"
"87G0115154","87G0115154","TRUE","","","TRUE","MA05198812"
"87G0116014","87G0116014","TRUE","","","TRUE","MA04069750"
"87G0169086","87G0169086","TRUE","","","TRUE","MA04893236"
"87G0169849","87G0169849","TRUE","","","TRUE","MA04254756"
"87O0065089","87O0065089","TRUE","","","TRUE","MA14832862"
"87V0058407","87V0058407","TRUE","","","","MA14782361"
"87V0060237","87V0060237","TRUE","","","TRUE","MA14831605"
"8870046935","8870046935","TRUE","","","TRUE","MA14832806"
"8870066539","8870066539","TRUE","","","TRUE","MA14841015"
"8870069212","8870069212","TRUE","","","TRUE","MA05046783"
"8870069296","8870069296","TRUE","","","TRUE","MA14791110"
"88E0044259","88E0044259","TRUE","","","TRUE","MA14828365"
"88E0044548","88E0044548","TRUE","","","","MA14832734"
"88E0059283","88E0059283","TRUE","","","TRUE","MA14794155"
"88L0145496","88L0145496","TRUE","","","TRUE","MA14777101"
"88L0147246","88L0147246","TRUE","","","TRUE","MA14831008"
"88L0147995","88L0147995","TRUE","","","TRUE","MA14831021"
"88L0149954","88L0149954","TRUE","","","TRUE","MA14816880"
"88L0212528","88L0212528","TRUE","","","TRUE","MA14841042"
"88L0213142","88L0213142","TRUE","","","TRUE","MF10297054"
"88R0067684","88R0067684","TRUE","","","TRUE","MR04443822"
"88R0082490","88R0082490","TRUE","","","TRUE","MA14794157"
"88R0085388","88R0085388","TRUE","","","TRUE","MA14835047"
"8930045863","8930045863","TRUE","","","TRUE","MF01322186"
"8930046519","8930046519","TRUE","","","TRUE","MA14819356"
"8930047762","8930047762","TRUE","","","TRUE","MA14824116"
"8930063511","8930063511","TRUE","","","TRUE","MA14794200"
"89A0043585","","","","","","MA14786192"
"89A0045438","89A0045438","TRUE","","","TRUE","MA14786330"
"89A0063235","89A0063235","TRUE","","","TRUE","N00017RMP0"
"89I0165140","89I0165140","TRUE","","","TRUE","MA14810992"
"89I0167801","89I0167801","TRUE","","","TRUE","MA14833982"
"89I0167913","89I0167913","TRUE","","","TRUE","MA14796152"
"89I0220008","89I0220008","TRUE","","","TRUE","MA14828569"
"89I0220582","89I0220582","TRUE","","","","MA14830236"
"89I0221036","89I0221036","TRUE","","","","MA14823602"
"89I0221494","89I0221494","TRUE","","","TRUE","MF07868078"
"89I0221518","89I0221518","TRUE","","","","MA14841077"
"89I0223703","89I0223703","TRUE","","","TRUE","MA14790554"
"89I0223751","89I0223751","TRUE","","","TRUE","MR00178668"
"89I0224094","89I0224094","TRUE","","","","MA14794198"
"89I0224539","89I0224539","TRUE","","","TRUE","MA14832934"
"89I0225028","89I0225028","TRUE","","","TRUE","MA05077336"
"89I0226092","89I0226092","TRUE","","","","MA04893843"
"89I0226921","89I0226921","TRUE","","","TRUE","N0000YQK2A"
"89I0227268","89I0227268","TRUE","","","TRUE","MF01695061"
"89I0228666","89I0228666","","","TRUE","TRUE","N0001W7ZHS"
"89I0229790","89I0229790","TRUE","","","TRUE","MA14804955"
"89O0055770","89O0055770","TRUE","","","TRUE","MA14850256"
"89O0058315","89O0058315","TRUE","","","TRUE","MA14791840"
"89O0118443","89O0118443","TRUE","","","TRUE","MA14832892"
"89O0119195","89O0119195","TRUE","","","TRUE","MA14832994"
"8A20063163","8A20063163","TRUE","","","TRUE","MA14786339"
"8A20064145","8A20064145","TRUE","","","","MA14820591"
"8A20088426","8A20088426","TRUE","","","","MA14832911"
"8A80053074","8A80053074","TRUE","","","TRUE","MA14831059"
"8A80053811","8A80053811","TRUE","","","TRUE","MA14786193"
"8AG0042462","8AG0042462","TRUE","","","","MA14831020"
"8AG0042973","8AG0042973","TRUE","","","TRUE","MA14825148"
"8AG0043166","8AG0043166","TRUE","","","TRUE","MA14832790"
"8AG0044540","8AG0044540","TRUE","","","TRUE","MA14781500"
"8AG0058127","8AG0058127","TRUE","","","TRUE","MA14794179"
"8AM0223965","8AM0223965","TRUE","","","TRUE","MA14786196"
"8AM0225060","8AM0225060","TRUE","","","TRUE","MA14810235"
"8AM0225615","8AM0225615","TRUE","","","TRUE","MR00021931"
"8AM0227012","8AM0227012","TRUE","","","TRUE","MA14831003"
"8AM0304863","8AM0304863","TRUE","","","TRUE","MA14840995"
"8AM0306031","8AM0306031","TRUE","","","TRUE","MA14793624"
"8AM0312188","8AM0312188","TRUE","","","TRUE","MR00444675"
"8AT0059368","8AT0059368","TRUE","","","TRUE","MA14832990"
"8B60047680","8B60047680","TRUE","","","TRUE","MB15181805"
"8B60047740","8B60047740","TRUE","","","TRUE","MB15182816"
"8B60048089","8B60048089","TRUE","","","TRUE","MB15182738"
"8B60048320","8B60048320","TRUE","","","","MB15183288"
"8B60048959","8B60048959","TRUE","","","TRUE","MB15181807"
"8B60048966","8B60048966","TRUE","","","","MB15185707"
"8B60049014","8B60049014","TRUE","","","TRUE","MB15181560"
"8B60066532","8B60066532","TRUE","","","TRUE","MB15185410"
"8BJ0205682","8BJ0205682","TRUE","","","TRUE","MA04829379"
"8BJ0206914","8BJ0206914","TRUE","","","TRUE","MB15183559"
"8BQ0033057","8BQ0033057","TRUE","","","TRUE","MB15182815"
"8BQ0047270","8BQ0047270","TRUE","","","TRUE","MB15181738"
"8BQ0063461","8BQ0063461","TRUE","","","TRUE","MB15182536"
"8C40009633","8C40009633","TRUE","","","TRUE","MC15956502"
"8C40032347","8C40032347","TRUE","","","TRUE","MC15956787"
"8C40045599","8C40045599","TRUE","","","","N00018I528"
"8C40046313","8C40046313","TRUE","","","TRUE","MC15956510"
"8CA0037421","8CA0037421","TRUE","","","TRUE","MC15950253"
"8CA0039806","8CA0039806","TRUE","","","TRUE","MC15951833"
"8CJ0149832","8CJ0149832","TRUE","","","TRUE","MC15950969"
"8CO0041024","8CO0041024","TRUE","","","TRUE","MC15956793"
"8CO0058559","8CO0058559","TRUE","","","TRUE","MA04894333"
"8CV0038022","8CV0038022","TRUE","","","TRUE","MC15956221"
"9190379557","9190379557","TRUE","","","","MC15950336"
"9190515010","9190515010","TRUE","","","TRUE","MC15956191"
"9190517719","9190517719","TRUE","","","","MC15955475"
"9190519288","9190519288","TRUE","","","TRUE","MC15956334"
"9190520918","9190520918","TRUE","","","TRUE","MC15956087"
"9190521780","9190521780","TRUE","","","TRUE","MC15953366"
"9190522140","9190522140","TRUE","","","TRUE","MC15953497"
"9190524437","9190524437","TRUE","","","TRUE","MC15956507"
"9190529278","9190529278","TRUE","","","TRUE","MC15956335"
"9190797297","9190797297","TRUE","","","TRUE","MC15956475"
"9190804677","9190804677","TRUE","","","TRUE","MC15956382"
"9190807122","9190807122","","","TRUE","TRUE","N0001O4926"
"9190807454","9190807454","TRUE","","","TRUE","MC15956112"
"9190807853","9190807853","TRUE","","","TRUE","MC15957288"
"91G0048363","91G0048363","TRUE","","","TRUE","MD16363369"
"91M0040366","91M0040366","TRUE","","","TRUE","MD16363345"
"9250036040","9250036040","TRUE","","","TRUE","MD16363352"
"92C0040475","","","","","","MD16363354"
"92C0057245","92C0057245","TRUE","","","TRUE","MD16369823"
"92K0048243","92K0048243","TRUE","","","TRUE","MA04540957"
"92K0165119","92K0165119","TRUE","","","TRUE","MF12967785"
"92K0166251","92K0166251","TRUE","","","TRUE","ME16616118"
"92K0166601","92K0166601","TRUE","","","","ME16616097"
"92K0170553","92K0170553","TRUE","","","TRUE","ME16616104"
"92K0247200","92K0247200","TRUE","","","TRUE","ME16623378"
"92K0249406","92K0249406","TRUE","","","TRUE","ME16623394"
"92Q0011889","92Q0011889","TRUE","","","TRUE","ME16616108"
"92Q0037871","92Q0037871","TRUE","","","","ME16616121"
"92Q0051971","92Q0051971","TRUE","","","TRUE","ME16623390"
"9340016270","9340016270","TRUE","","","TRUE","ME16616107"
"9340070082","","","","","","ME16623382"
"9340072691","9340072691","TRUE","","","TRUE","ME16623379"
"93D0013554","93D0013554","TRUE","","","TRUE","ME16616109"
"93D0039578","","","","","","ME16616115"
"93J0181869","93J0181869","TRUE","","","TRUE","MF01221964"
"93Q0013347","93Q0013347","TRUE","","","TRUE","MF06766467"
"93Q0043694","93Q0043694","TRUE","","","TRUE","MF04727902"
"93Q0061341","93Q0061341","TRUE","","","TRUE","MF10625186"
"9410012656","9410012656","TRUE","","","TRUE","MF00158829"
"9490057346","9490057346","TRUE","","","TRUE","MF06527350"
"9490057948","9490057948","TRUE","","","TRUE","MF12713774"
"9490058761","9490058761","TRUE","","","TRUE","MF01003966"
"9490058996","9490058996","TRUE","","","","MF02318696"
"9490059068","9490059068","TRUE","","","TRUE","MF03501925"
"94G0422509","94G0422509","TRUE","","","TRUE","MF00436550"
"94G0936513","94G0936513","TRUE","","","TRUE","MF05057979"
"94G1226295","94G1226295","TRUE","","","TRUE","MF02336779"
"94G1230663","94G1230663","TRUE","","","TRUE","N0000Q7WV0"
"94G1230821","94G1230821","TRUE","","","","MF02238791"
"94G1235663","94G1235663","TRUE","","","TRUE","MF08217111"
"94G1235726","94G1235726","TRUE","","","TRUE","MF01309041"
"94G1235846","94G1235846","TRUE","","","TRUE","MF04547173"
"94G1235870","94G1235870","TRUE","","","TRUE","MF10982950"
"94G1236062","94G1236062","TRUE","","","TRUE","MF05701761"
"94G1239185","94G1239185","TRUE","","","TRUE","MF00853378"
"94G1239497","94G1239497","TRUE","","","TRUE","MR04143011"
"94G1239671","94G1239671","TRUE","","","TRUE","MF14275493"
"94G1241226","94G1241226","TRUE","","","TRUE","MF03088011"
"94G1241250","94G1241250","TRUE","","","TRUE","MF08539779"
"94G1241562","94G1241562","TRUE","","","TRUE","MF13135596"
"94G1241835","94G1241835","TRUE","","","TRUE","MF04025359"
"94G1241859","94G1241859","TRUE","","","TRUE","MF03627808"
"94G1241907","94G1241907","TRUE","","","TRUE","MF06884016"
"94G1241931","94G1241931","TRUE","","","TRUE","MF12867652"
"94G1243533","94G1243533","TRUE","","","TRUE","MF02492505"
"94G1243557","94G1243557","TRUE","","","TRUE","MR06997629"
"94G1243657","94G1243657","TRUE","","","TRUE","MF02327456"
"94G1245334","94G1245334","TRUE","","","TRUE","MF14186202"
"94G1245368","94G1245368","TRUE","","","TRUE","MF13568806"
"94G1245416","94G1245416","TRUE","","","TRUE","MF02902115"
"94G1245861","","","","TRUE","","MF14215569"
"94G1246053","94G1246053","TRUE","","","TRUE","MF00293903"
"94G1247662","94G1247662","TRUE","","","TRUE","MF09309848"
"94G1247713","94G1247713","TRUE","","","TRUE","MF13806888"
"94G1247794","94G1247794","TRUE","","","","MF09480652"
"94G1248942","94G1248942","TRUE","","","TRUE","MF13356335"
"94G1249014","94G1249014","TRUE","","","TRUE","MF00296924"
"94G1249086","94G1249086","TRUE","","","TRUE","MF07110804"
"94G1251724","94G1251724","TRUE","","","TRUE","MF08771315"
"94G1252108","94G1252108","TRUE","","","TRUE","MF01701718"
"94G1252228","94G1252228","TRUE","","","TRUE","MF01787069"
"94G1253832","94G1253832","TRUE","","","TRUE","MR02613961"
"94G1253880","94G1253880","TRUE","","","TRUE","MF08376549"
"94G1254395","94G1254395","TRUE","","","TRUE","MF06757498"
"94G1254467","94G1254467","TRUE","","","TRUE","MF07532976"
"94G1254755","94G1254755","TRUE","","","TRUE","MF03023051"
"94G1254779","94G1254779","TRUE","","","TRUE","MF08569048"
"94G1255346","94G1255346","TRUE","","","TRUE","MF14165199"
"94G1255418","94G1255418","TRUE","","","","MF06901978"
"94G1255514","94G1255514","TRUE","","","TRUE","MF11380663"
